seriescode,unit,StatVar
SL.EMP.TOTL.SP.ZS,dcs:Percent,worldBank/SL_EMP_TOTL_SP_ZS
SL.EMP.UNDR.FE.ZS,dcs:Percent,worldBank/SL_EMP_UNDR_FE_ZS
SL.EMP.UNDR.MA.ZS,dcs:Percent,worldBank/SL_EMP_UNDR_MA_ZS
SL.EMP.VULN.FE.ZS,dcs:Percent,worldBank/SL_EMP_VULN_FE_ZS
SL.EMP.VULN.MA.ZS,dcs:Percent,worldBank/SL_EMP_VULN_MA_ZS
SL.EMP.VULN.ZS,dcs:Percent,worldBank/SL_EMP_VULN_ZS
SL.EMP.WORK.FE.ZS,dcs:Percent,worldBank/SL_EMP_WORK_FE_ZS
SL.EMP.WORK.MA.ZS,dcs:Percent,worldBank/SL_EMP_WORK_MA_ZS
SL.EMP.WORK.ZS,dcs:Percent,worldBank/SL_EMP_WORK_ZS
SL.IND.EMPL.FE.ZS,dcs:Percent,worldBank/SL_IND_EMPL_FE_ZS
SL.IND.EMPL.MA.ZS,dcs:Percent,worldBank/SL_IND_EMPL_MA_ZS
SL.IND.EMPL.ZS,dcs:Percent,worldBank/SL_IND_EMPL_ZS
SL.ISV.IFRM.FE.ZS,dcs:Percent,worldBank/SL_ISV_IFRM_FE_ZS
SL.ISV.IFRM.MA.ZS,dcs:Percent,worldBank/SL_ISV_IFRM_MA_ZS
SL.SRV.EMPL.FE.ZS,dcs:Percent,worldBank/SL_SRV_EMPL_FE_ZS
SL.SRV.EMPL.MA.ZS,dcs:Percent,worldBank/SL_SRV_EMPL_MA_ZS
SL.SRV.EMPL.ZS,dcs:Percent,worldBank/SL_SRV_EMPL_ZS
SL.TLF.0714.FE.ZS,dcs:Percent,worldBank/SL_TLF_0714_FE_ZS
SL.TLF.0714.MA.ZS,dcs:Percent,worldBank/SL_TLF_0714_MA_ZS
SL.TLF.0714.ZS,dcs:Percent,worldBank/SL_TLF_0714_ZS
SL.TLF.ACTI.1524.FE.NE.ZS,dcs:Percent,worldBank/SL_TLF_ACTI_1524_FE_NE_ZS
SL.TLF.ACTI.1524.FE.ZS,dcs:Percent,worldBank/SL_TLF_ACTI_1524_FE_ZS
SL.TLF.ACTI.1524.MA.NE.ZS,dcs:Percent,worldBank/SL_TLF_ACTI_1524_MA_NE_ZS
SL.TLF.ACTI.1524.MA.ZS,dcs:Percent,worldBank/SL_TLF_ACTI_1524_MA_ZS
SL.TLF.ACTI.1524.NE.ZS,dcs:Percent,worldBank/SL_TLF_ACTI_1524_NE_ZS
SL.TLF.ACTI.1524.ZS,dcs:Percent,worldBank/SL_TLF_ACTI_1524_ZS
SL.TLF.ACTI.FE.ZS,dcs:Percent,worldBank/SL_TLF_ACTI_FE_ZS
SL.TLF.ACTI.MA.ZS,dcs:Percent,worldBank/SL_TLF_ACTI_MA_ZS
SL.TLF.ACTI.ZS,dcs:Percent,worldBank/SL_TLF_ACTI_ZS
SL.TLF.ADVN.FE.ZS,dcs:Percent,worldBank/SL_TLF_ADVN_FE_ZS
SL.TLF.ADVN.MA.ZS,dcs:Percent,worldBank/SL_TLF_ADVN_MA_ZS
SL.TLF.ADVN.ZS,dcs:Percent,worldBank/SL_TLF_ADVN_ZS
SL.TLF.BASC.FE.ZS,dcs:Percent,worldBank/SL_TLF_BASC_FE_ZS
SL.TLF.BASC.MA.ZS,dcs:Percent,worldBank/SL_TLF_BASC_MA_ZS
SL.TLF.BASC.ZS,dcs:Percent,worldBank/SL_TLF_BASC_ZS
SL.TLF.CACT.FE.NE.ZS,dcs:Percent,worldBank/SL_TLF_CACT_FE_NE_ZS
SL.TLF.CACT.FE.ZS,dcs:Percent,worldBank/SL_TLF_CACT_FE_ZS
SL.TLF.CACT.FM.NE.ZS,dcs:Percent,worldBank/SL_TLF_CACT_FM_NE_ZS
SL.TLF.CACT.FM.ZS,dcs:Percent,worldBank/SL_TLF_CACT_FM_ZS
SL.TLF.CACT.MA.NE.ZS,dcs:Percent,worldBank/SL_TLF_CACT_MA_NE_ZS
SL.TLF.CACT.MA.ZS,dcs:Percent,worldBank/SL_TLF_CACT_MA_ZS
SL.TLF.CACT.NE.ZS,dcs:Percent,worldBank/SL_TLF_CACT_NE_ZS
SL.TLF.CACT.ZS,dcs:Percent,worldBank/SL_TLF_CACT_ZS
SL.TLF.INTM.FE.ZS,dcs:Percent,worldBank/SL_TLF_INTM_FE_ZS
SL.TLF.INTM.MA.ZS,dcs:Percent,worldBank/SL_TLF_INTM_MA_ZS
SL.TLF.INTM.ZS,dcs:Percent,worldBank/SL_TLF_INTM_ZS
SL.TLF.PART.FE.ZS,dcs:Percent,worldBank/SL_TLF_PART_FE_ZS
SL.TLF.PART.MA.ZS,dcs:Percent,worldBank/SL_TLF_PART_MA_ZS
SL.TLF.PART.ZS,dcs:Percent,worldBank/SL_TLF_PART_ZS
SL.TLF.TOTL.FE.IN,,worldBank/SL_TLF_TOTL_FE_IN
SL.TLF.TOTL.FE.ZS,dcs:Percent,worldBank/SL_TLF_TOTL_FE_ZS
SL.TLF.TOTL.IN,,worldBank/SL_TLF_TOTL_IN
SL.TLF.TOTL.MA.IN,,worldBank/SL_TLF_TOTL_MA_IN
SL.UEM.1524.FE.NE.ZS,dcs:Percent,worldBank/SL_UEM_1524_FE_NE_ZS
SL.UEM.1524.FE.ZS,dcs:Percent,worldBank/SL_UEM_1524_FE_ZS
SL.UEM.1524.FM.NE.ZS,dcs:Percent,worldBank/SL_UEM_1524_FM_NE_ZS
SL.UEM.1524.FM.ZS,dcs:Percent,worldBank/SL_UEM_1524_FM_ZS
SL.UEM.1524.MA.NE.ZS,dcs:Percent,worldBank/SL_UEM_1524_MA_NE_ZS
SL.UEM.1524.MA.ZS,dcs:Percent,worldBank/SL_UEM_1524_MA_ZS
SL.UEM.1524.NE.ZS,dcs:Percent,worldBank/SL_UEM_1524_NE_ZS
SL.UEM.1524.ZS,dcs:Percent,worldBank/SL_UEM_1524_ZS
SL.UEM.ADVN.FE.ZS,dcs:Percent,worldBank/SL_UEM_ADVN_FE_ZS
SL.UEM.ADVN.MA.ZS,dcs:Percent,worldBank/SL_UEM_ADVN_MA_ZS
SL.UEM.ADVN.ZS,dcs:Percent,worldBank/SL_UEM_ADVN_ZS
SL.UEM.BASC.FE.ZS,dcs:Percent,worldBank/SL_UEM_BASC_FE_ZS
SL.UEM.BASC.MA.ZS,dcs:Percent,worldBank/SL_UEM_BASC_MA_ZS
SL.UEM.BASC.ZS,dcs:Percent,worldBank/SL_UEM_BASC_ZS
SL.UEM.INTM.FE.ZS,dcs:Percent,worldBank/SL_UEM_INTM_FE_ZS
SL.UEM.INTM.MA.ZS,dcs:Percent,worldBank/SL_UEM_INTM_MA_ZS
SL.UEM.INTM.ZS,dcs:Percent,worldBank/SL_UEM_INTM_ZS
SL.UEM.NEET.FE.ZS,dcs:Percent,worldBank/SL_UEM_NEET_FE_ZS
SL.UEM.NEET.MA.ZS,dcs:Percent,worldBank/SL_UEM_NEET_MA_ZS
SL.UEM.NEET.ZS,dcs:Percent,worldBank/SL_UEM_NEET_ZS
SL.UEM.TOTL.FE.NE.ZS,dcs:Percent,worldBank/SL_UEM_TOTL_FE_NE_ZS
SL.UEM.TOTL.FE.ZS,dcs:Percent,worldBank/SL_UEM_TOTL_FE_ZS
SL.UEM.TOTL.MA.NE.ZS,dcs:Percent,worldBank/SL_UEM_TOTL_MA_NE_ZS
SL.UEM.TOTL.MA.ZS,dcs:Percent,worldBank/SL_UEM_TOTL_MA_ZS
SL.UEM.TOTL.NE.ZS,dcs:Percent,worldBank/SL_UEM_TOTL_NE_ZS
SL.UEM.TOTL.ZS,dcs:Percent,worldBank/SL_UEM_TOTL_ZS
SP.ADO.TFRT,,worldBank/SP_ADO_TFRT
SP.DYN.AMRT.FE,,worldBank/SP_DYN_AMRT_FE
SP.DYN.AMRT.MA,,worldBank/SP_DYN_AMRT_MA
SP.DYN.CBRT.IN,,worldBank/SP_DYN_CBRT_IN
SP.DYN.CDRT.IN,dcs:USDollar,worldBank/SP_DYN_CDRT_IN
SP.DYN.CONM.ZS,dcs:Percent,worldBank/SP_DYN_CONM_ZS
SP.DYN.CONU.ZS,dcs:Percent,worldBank/SP_DYN_CONU_ZS
SP.DYN.IMRT.FE.IN,,worldBank/SP_DYN_IMRT_FE_IN
SP.DYN.IMRT.IN,,worldBank/SP_DYN_IMRT_IN
SP.DYN.IMRT.MA.IN,,worldBank/SP_DYN_IMRT_MA_IN
SP.DYN.LE00.FE.IN,,worldBank/SP_DYN_LE00_FE_IN
SP.DYN.LE00.IN,,worldBank/SP_DYN_LE00_IN
SP.DYN.LE00.MA.IN,,worldBank/SP_DYN_LE00_MA_IN
SP.DYN.LE60.FE.IN,,worldBank/SP_DYN_LE60_FE_IN
SP.DYN.LE60.MA.IN,,worldBank/SP_DYN_LE60_MA_IN
SP.DYN.SMAM.FE,,worldBank/SP_DYN_SMAM_FE
SP.DYN.SMAM.MA,,worldBank/SP_DYN_SMAM_MA
SP.DYN.TFRT.IN,,worldBank/SP_DYN_TFRT_IN
SP.DYN.TO65.FE.ZS,dcs:Percent,worldBank/SP_DYN_TO65_FE_ZS
SP.DYN.TO65.MA.ZS,dcs:Percent,worldBank/SP_DYN_TO65_MA_ZS
SP.DYN.WFRT,,worldBank/SP_DYN_WFRT
SP.HOU.FEMA.ZS,dcs:Percent,worldBank/SP_HOU_FEMA_ZS
SP.M15.2024.FE.ZS,dcs:Percent,worldBank/SP_M15_2024_FE_ZS
SP.M18.2024.FE.ZS,dcs:Percent,worldBank/SP_M18_2024_FE_ZS
SP.MTR.1519.ZS,dcs:Percent,worldBank/SP_MTR_1519_ZS
SP.POP.0004.FE,,worldBank/SP_POP_0004_FE
SP.POP.0004.MA,,worldBank/SP_POP_0004_MA
SP.POP.0014.FE.IN,,worldBank/SP_POP_0014_FE_IN
SP.POP.0014.MA.IN,,worldBank/SP_POP_0014_MA_IN
SP.POP.0014.TO,,worldBank/SP_POP_0014_TO
SP.POP.0014.TO.ZS,dcs:Percent,worldBank/SP_POP_0014_TO_ZS
SP.POP.0509.FE,,worldBank/SP_POP_0509_FE
SP.POP.0509.MA,,worldBank/SP_POP_0509_MA
SP.POP.1014.FE,,worldBank/SP_POP_1014_FE
SP.POP.1014.MA,,worldBank/SP_POP_1014_MA
SP.POP.1519.FE,,worldBank/SP_POP_1519_FE
SP.POP.1519.MA,,worldBank/SP_POP_1519_MA
SP.POP.1564.FE.IN,,worldBank/SP_POP_1564_FE_IN
SP.POP.1564.MA.IN,,worldBank/SP_POP_1564_MA_IN
SP.POP.1564.TO,,worldBank/SP_POP_1564_TO
SP.POP.1564.TO.ZS,dcs:Percent,worldBank/SP_POP_1564_TO_ZS
SP.POP.2024.FE,,worldBank/SP_POP_2024_FE
SP.POP.2024.MA,,worldBank/SP_POP_2024_MA
SP.POP.2529.FE,,worldBank/SP_POP_2529_FE
SP.POP.2529.MA,,worldBank/SP_POP_2529_MA
SP.POP.3034.FE,,worldBank/SP_POP_3034_FE
SP.POP.3034.MA,,worldBank/SP_POP_3034_MA
SP.POP.3539.FE,,worldBank/SP_POP_3539_FE
SP.POP.3539.MA,,worldBank/SP_POP_3539_MA
SP.POP.4044.FE,,worldBank/SP_POP_4044_FE
SP.POP.4044.MA,,worldBank/SP_POP_4044_MA
SP.POP.4549.FE,,worldBank/SP_POP_4549_FE
SP.POP.4549.MA,,worldBank/SP_POP_4549_MA
SP.POP.5054.FE,,worldBank/SP_POP_5054_FE
SP.POP.5054.MA,,worldBank/SP_POP_5054_MA
SP.POP.5559.FE,,worldBank/SP_POP_5559_FE
SP.POP.5559.MA,,worldBank/SP_POP_5559_MA
SP.POP.6064.FE,,worldBank/SP_POP_6064_FE
SP.POP.6064.MA,,worldBank/SP_POP_6064_MA
SP.POP.6569.FE,,worldBank/SP_POP_6569_FE
SP.POP.6569.MA,,worldBank/SP_POP_6569_MA
SP.POP.65UP.FE.IN,,worldBank/SP_POP_65UP_FE_IN
SP.POP.65UP.MA.IN,,worldBank/SP_POP_65UP_MA_IN
SP.POP.65UP.TO,,worldBank/SP_POP_65UP_TO
SP.POP.65UP.TO.ZS,dcs:Percent,worldBank/SP_POP_65UP_TO_ZS
SP.POP.7074.FE,,worldBank/SP_POP_7074_FE
SP.POP.7074.MA,,worldBank/SP_POP_7074_MA
SP.POP.7579.FE,,worldBank/SP_POP_7579_FE
SP.POP.7579.MA,,worldBank/SP_POP_7579_MA
SP.POP.80UP.FE,,worldBank/SP_POP_80UP_FE
SP.POP.80UP.MA,,worldBank/SP_POP_80UP_MA
SP.POP.AG00.FE.IN,,worldBank/SP_POP_AG00_FE_IN
SP.POP.AG00.MA.IN,,worldBank/SP_POP_AG00_MA_IN
SP.POP.AG01.FE.IN,,worldBank/SP_POP_AG01_FE_IN
SP.POP.AG01.MA.IN,,worldBank/SP_POP_AG01_MA_IN
SP.POP.AG02.FE.IN,,worldBank/SP_POP_AG02_FE_IN
SP.POP.AG02.MA.IN,,worldBank/SP_POP_AG02_MA_IN
SP.POP.AG03.FE.IN,,worldBank/SP_POP_AG03_FE_IN
SP.POP.AG03.MA.IN,,worldBank/SP_POP_AG03_MA_IN
SP.POP.AG04.FE.IN,,worldBank/SP_POP_AG04_FE_IN
SP.POP.AG04.MA.IN,,worldBank/SP_POP_AG04_MA_IN
SP.POP.AG05.FE.IN,,worldBank/SP_POP_AG05_FE_IN
SP.POP.AG05.MA.IN,,worldBank/SP_POP_AG05_MA_IN
SP.POP.BRTH.MF,,worldBank/SP_POP_BRTH_MF
SP.POP.DPND,,worldBank/SP_POP_DPND
SP.POP.TOTL,,worldBank/SP_POP_TOTL
SP.POP.TOTL.FE.IN,,worldBank/SP_POP_TOTL_FE_IN
SP.POP.TOTL.FE.ZS,dcs:Percent,worldBank/SP_POP_TOTL_FE_ZS
SP.POP.TOTL.MA.IN,,worldBank/SP_POP_TOTL_MA_IN
SP.REG.BRTH.FE.ZS,dcs:Percent,worldBank/SP_REG_BRTH_FE_ZS
SP.REG.BRTH.MA.ZS,dcs:Percent,worldBank/SP_REG_BRTH_MA_ZS
SP.REG.BRTH.ZS,dcs:Percent,worldBank/SP_REG_BRTH_ZS
SP.RUR.TOTL.FE.ZS,dcs:Percent,worldBank/SP_RUR_TOTL_FE_ZS
SP.RUR.TOTL.MA.ZS,dcs:Percent,worldBank/SP_RUR_TOTL_MA_ZS
SP.RUR.TOTL.ZS,dcs:Percent,worldBank/SP_RUR_TOTL_ZS
SP.URB.TOTL.FE.ZS,dcs:Percent,worldBank/SP_URB_TOTL_FE_ZS
SP.URB.TOTL.IN.ZS,dcs:Percent,worldBank/SP_URB_TOTL_IN_ZS
SP.URB.TOTL.MA.ZS,dcs:Percent,worldBank/SP_URB_TOTL_MA_ZS
SP.UWT.TFRT,,worldBank/SP_UWT_TFRT
TT.PRI.MRCH.XD.WD,,worldBank/TT_PRI_MRCH_XD_WD
TX.MNF.TECH.ZS.UN,dcs:Percent,worldBank/TX_MNF_TECH_ZS_UN
TX.QTY.MRCH.XD.WD,,worldBank/TX_QTY_MRCH_XD_WD
TX.UVI.MRCH.XD.WD,,worldBank/TX_UVI_MRCH_XD_WD
TX.VAL.AGRI.ZS.UN,dcs:Percent,worldBank/TX_VAL_AGRI_ZS_UN
TX.VAL.FOOD.ZS.UN,dcs:Percent,worldBank/TX_VAL_FOOD_ZS_UN
TX.VAL.FUEL.ZS.UN,dcs:Percent,worldBank/TX_VAL_FUEL_ZS_UN
TX.VAL.ICTG.ZS.UN,dcs:Percent,worldBank/TX_VAL_ICTG_ZS_UN
TX.VAL.INSF.ZS.WT,dcs:Percent,worldBank/TX_VAL_INSF_ZS_WT
TX.VAL.MANF.ZS.UN,dcs:Percent,worldBank/TX_VAL_MANF_ZS_UN
TX.VAL.MMTL.ZS.UN,dcs:Percent,worldBank/TX_VAL_MMTL_ZS_UN
TX.VAL.MRCH.AL.ZS,dcs:Percent,worldBank/TX_VAL_MRCH_AL_ZS
TX.VAL.MRCH.CD.WT,dcs:USDollar,worldBank/TX_VAL_MRCH_CD_WT
TX.VAL.MRCH.HI.ZS,dcs:Percent,worldBank/TX_VAL_MRCH_HI_ZS
TX.VAL.MRCH.OR.ZS,dcs:Percent,worldBank/TX_VAL_MRCH_OR_ZS
TX.VAL.MRCH.R1.ZS,dcs:Percent,worldBank/TX_VAL_MRCH_R1_ZS
TX.VAL.MRCH.R2.ZS,dcs:Percent,worldBank/TX_VAL_MRCH_R2_ZS
TX.VAL.MRCH.R3.ZS,dcs:Percent,worldBank/TX_VAL_MRCH_R3_ZS
TX.VAL.MRCH.R4.ZS,dcs:Percent,worldBank/TX_VAL_MRCH_R4_ZS
TX.VAL.MRCH.R5.ZS,dcs:Percent,worldBank/TX_VAL_MRCH_R5_ZS
TX.VAL.MRCH.R6.ZS,dcs:Percent,worldBank/TX_VAL_MRCH_R6_ZS
TX.VAL.MRCH.RS.ZS,dcs:Percent,worldBank/TX_VAL_MRCH_RS_ZS
TX.VAL.MRCH.WL.CD,dcs:USDollar,worldBank/TX_VAL_MRCH_WL_CD
TX.VAL.MRCH.WR.ZS,dcs:Percent,worldBank/TX_VAL_MRCH_WR_ZS
TX.VAL.MRCH.XD.WD,,worldBank/TX_VAL_MRCH_XD_WD
TX.VAL.OTHR.ZS.WT,dcs:Percent,worldBank/TX_VAL_OTHR_ZS_WT
TX.VAL.SERV.CD.WT,dcs:USDollar,worldBank/TX_VAL_SERV_CD_WT
TX.VAL.TECH.CD,dcs:USDollar,worldBank/TX_VAL_TECH_CD
TX.VAL.TECH.MF.ZS,dcs:Percent,worldBank/TX_VAL_TECH_MF_ZS
TX.VAL.TRAN.ZS.WT,dcs:Percent,worldBank/TX_VAL_TRAN_ZS_WT
TX.VAL.TRVL.ZS.WT,dcs:Percent,worldBank/TX_VAL_TRVL_ZS_WT
UIS.E.0.F,,worldBank/UIS_E_0_F
UIS.E.0.T,,worldBank/UIS_E_0_T
UIS.E.2,,worldBank/UIS_E_2
UIS.E.2.F,,worldBank/UIS_E_2_F
UIS.E.3,,worldBank/UIS_E_3
UIS.E.3.F,,worldBank/UIS_E_3_F
UIS.E.4,,worldBank/UIS_E_4
UIS.E.4.F,,worldBank/UIS_E_4_F
UIS.E.8,,worldBank/UIS_E_8
UIS.E.8.F,,worldBank/UIS_E_8_F
UIS.EA.1.AG25T99,,worldBank/UIS_EA_1_AG25T99
UIS.EA.1.AG25T99.F,,worldBank/UIS_EA_1_AG25T99_F
UIS.EA.1.AG25T99.M,,worldBank/UIS_EA_1_AG25T99_M
UIS.EA.1T6.AG25T99,,worldBank/UIS_EA_1T6_AG25T99
UIS.EA.1T6.AG25T99.F,,worldBank/UIS_EA_1T6_AG25T99_F
UIS.EA.1T6.AG25T99.M,,worldBank/UIS_EA_1T6_AG25T99_M
UIS.EA.2.AG25T99,,worldBank/UIS_EA_2_AG25T99
UIS.EA.2.AG25T99.F,,worldBank/UIS_EA_2_AG25T99_F
UIS.EA.2.AG25T99.M,,worldBank/UIS_EA_2_AG25T99_M
UIS.EA.2T6.AG25T99,,worldBank/UIS_EA_2T6_AG25T99
UIS.EA.2T6.AG25T99.F,,worldBank/UIS_EA_2T6_AG25T99_F
UIS.EA.2T6.AG25T99.M,,worldBank/UIS_EA_2T6_AG25T99_M
UIS.EA.3.AG25T99,,worldBank/UIS_EA_3_AG25T99
UIS.EA.3.AG25T99.F,,worldBank/UIS_EA_3_AG25T99_F
UIS.EA.3.AG25T99.M,,worldBank/UIS_EA_3_AG25T99_M
UIS.EA.3T6.AG25T99,,worldBank/UIS_EA_3T6_AG25T99
UIS.EA.3T6.AG25T99.F,,worldBank/UIS_EA_3T6_AG25T99_F
UIS.EA.3T6.AG25T99.M,,worldBank/UIS_EA_3T6_AG25T99_M
UIS.EA.4T6.AG25T99,,worldBank/UIS_EA_4T6_AG25T99
UIS.EA.4T6.AG25T99.F,,worldBank/UIS_EA_4T6_AG25T99_F
UIS.EA.4T6.AG25T99.M,,worldBank/UIS_EA_4T6_AG25T99_M
UIS.EA.5T8.AG25T99,,worldBank/UIS_EA_5T8_AG25T99
UIS.EA.5T8.AG25T99.F,,worldBank/UIS_EA_5T8_AG25T99_F
UIS.EA.5T8.AG25T99.M,,worldBank/UIS_EA_5T8_AG25T99_M
UIS.EA.6.AG25T99,,worldBank/UIS_EA_6_AG25T99
UIS.EA.6.AG25T99.F,,worldBank/UIS_EA_6_AG25T99_F
UIS.EA.6.AG25T99.M,,worldBank/UIS_EA_6_AG25T99_M
UIS.EA.MEAN.1T6.AG25T99,,worldBank/UIS_EA_MEAN_1T6_AG25T99
UIS.EA.MEAN.1T6.AG25T99.F,,worldBank/UIS_EA_MEAN_1T6_AG25T99_F
UIS.EA.MEAN.1T6.AG25T99.M,,worldBank/UIS_EA_MEAN_1T6_AG25T99_M
UIS.FEP.2.V,,worldBank/UIS_FEP_2_V
UIS.FEP.3.V,,worldBank/UIS_FEP_3_V
UIS.FEP.4.V,,worldBank/UIS_FEP_4_V
UIS.FGP.5T8.F400,,worldBank/UIS_FGP_5T8_F400
UIS.FGP.5T8.F600,,worldBank/UIS_FGP_5T8_F600
UIS.FGP.5T8.FNON500600700,,worldBank/UIS_FGP_5T8_FNON500600700
UIS.FTP.2,,worldBank/UIS_FTP_2
UIS.FTP.3,,worldBank/UIS_FTP_3
UIS.FTP.4,,worldBank/UIS_FTP_4
UIS.GER.12,,worldBank/UIS_GER_12
UIS.GER.12.F,,worldBank/UIS_GER_12_F
UIS.GER.12.GPI,,worldBank/UIS_GER_12_GPI
UIS.GER.12.M,,worldBank/UIS_GER_12_M
UIS.GER.123,,worldBank/UIS_GER_123
UIS.GER.123.F,,worldBank/UIS_GER_123_F
UIS.GER.123.M,,worldBank/UIS_GER_123_M
UIS.GER.2.GPI,,worldBank/UIS_GER_2_GPI
UIS.GER.3.GPI,,worldBank/UIS_GER_3_GPI
UIS.GER.4,,worldBank/UIS_GER_4
UIS.GER.4.F,,worldBank/UIS_GER_4_F
UIS.GER.4.GPI,,worldBank/UIS_GER_4_GPI
UIS.GER.4.M,,worldBank/UIS_GER_4_M
UIS.GGR.5.A.GPI,,worldBank/UIS_GGR_5_A_GPI
UIS.GTVP.2.GPV,,worldBank/UIS_GTVP_2_GPV
UIS.GTVP.2.V,,worldBank/UIS_GTVP_2_V
UIS.GTVP.2.V.F,,worldBank/UIS_GTVP_2_V_F
UIS.GTVP.2.V.M,,worldBank/UIS_GTVP_2_V_M
UIS.GTVP.23.GPV,,worldBank/UIS_GTVP_23_GPV
UIS.GTVP.3.GPV,,worldBank/UIS_GTVP_3_GPV
UIS.GTVP.3.V,,worldBank/UIS_GTVP_3_V
UIS.GTVP.3.V.F,,worldBank/UIS_GTVP_3_V_F
UIS.GTVP.3.V.M,,worldBank/UIS_GTVP_3_V_M
UIS.GTVP.4.GPV,,worldBank/UIS_GTVP_4_GPV
UIS.GTVP.4.V,,worldBank/UIS_GTVP_4_V
UIS.GTVP.4.V.F,,worldBank/UIS_GTVP_4_V_F
UIS.GTVP.4.V.M,,worldBank/UIS_GTVP_4_V_M
UIS.ILLPOP.AG25T64,,worldBank/UIS_ILLPOP_AG25T64
UIS.ILLPOP.AG25T64.F,,worldBank/UIS_ILLPOP_AG25T64_F
UIS.ILLPOP.AG25T64.M,,worldBank/UIS_ILLPOP_AG25T64_M
UIS.ILLPOPF.AG25T64,,worldBank/UIS_ILLPOPF_AG25T64
UIS.LP.AG15T24,,worldBank/UIS_LP_AG15T24
UIS.LP.AG15T24.F,,worldBank/UIS_LP_AG15T24_F
UIS.LP.AG15T24.M,,worldBank/UIS_LP_AG15T24_M
UIS.LP.AG15T99.M,,worldBank/UIS_LP_AG15T99_M
UIS.LP.AG65.F,,worldBank/UIS_LP_AG65_F
UIS.LPP.AG15T24,,worldBank/UIS_LPP_AG15T24
UIS.LR.AG25T64,,worldBank/UIS_LR_AG25T64
UIS.LR.AG25T64.F,,worldBank/UIS_LR_AG25T64_F
UIS.LR.AG25T64.M,,worldBank/UIS_LR_AG25T64_M
UIS.LR.AG65,,worldBank/UIS_LR_AG65
UIS.MENF.56,,worldBank/UIS_MENF_56
UIS.MENFR.56,,worldBank/UIS_MENFR_56
UIS.MS.56.F,,worldBank/UIS_MS_56_F
UIS.MS.56.T,,worldBank/UIS_MS_56_T
UIS.MSEP.56,,worldBank/UIS_MSEP_56
UIS.MSEP.56.F,,worldBank/UIS_MSEP_56_F
UIS.MSEP.56.M,,worldBank/UIS_MSEP_56_M
UIS.NERT.1,,worldBank/UIS_NERT_1
UIS.NERT.1.F,,worldBank/UIS_NERT_1_F
UIS.NERT.1.GPI,,worldBank/UIS_NERT_1_GPI
UIS.NERT.1.M,,worldBank/UIS_NERT_1_M
UIS.NERT.2,,worldBank/UIS_NERT_2
UIS.NERT.2.F,,worldBank/UIS_NERT_2_F
UIS.NERT.2.GPI,,worldBank/UIS_NERT_2_GPI
UIS.NERT.2.M,,worldBank/UIS_NERT_2_M
UIS.OE.56.40510,,worldBank/UIS_OE_56_40510
UIS.OFST.2,,worldBank/UIS_OFST_2
UIS.OFST.2.F,,worldBank/UIS_OFST_2_F
UIS.OFST.2.M,,worldBank/UIS_OFST_2_M
UIS.OFST.3.CP,,worldBank/UIS_OFST_3_CP
UIS.OFST.3.F.CP,,worldBank/UIS_OFST_3_F_CP
UIS.OFST.3.M.CP,,worldBank/UIS_OFST_3_M_CP
UIS.OMR.56,,worldBank/UIS_OMR_56
UIS.PRP.0,,worldBank/UIS_PRP_0
UIS.PRP.2,,worldBank/UIS_PRP_2
UIS.PRP.3,,worldBank/UIS_PRP_3
UIS.PRP.4,,worldBank/UIS_PRP_4
UIS.PTRHC.02.TRAINED,,worldBank/UIS_PTRHC_02_TRAINED
UIS.PTRHC.1.TRAINED,,worldBank/UIS_PTRHC_1_TRAINED
UIS.PTRHC.2.TRAINED,,worldBank/UIS_PTRHC_2_TRAINED
UIS.PTRHC.2T3.TRAINED,,worldBank/UIS_PTRHC_2T3_TRAINED
UIS.R.1,,worldBank/UIS_R_1
UIS.R.1.F,,worldBank/UIS_R_1_F
UIS.R.1.G1,,worldBank/UIS_R_1_G1
UIS.R.1.G1.F,,worldBank/UIS_R_1_G1_F
UIS.R.1.G2,,worldBank/UIS_R_1_G2
UIS.R.1.G2.F,,worldBank/UIS_R_1_G2_F
UIS.R.1.G3,,worldBank/UIS_R_1_G3
UIS.R.1.G3.F,,worldBank/UIS_R_1_G3_F
UIS.R.1.G4,,worldBank/UIS_R_1_G4
UIS.R.1.G4.F,,worldBank/UIS_R_1_G4_F
UIS.R.1.G5,,worldBank/UIS_R_1_G5
UIS.R.1.G5.F,,worldBank/UIS_R_1_G5_F
UIS.R.1.G6,,worldBank/UIS_R_1_G6
UIS.R.1.G6.F,,worldBank/UIS_R_1_G6_F
UIS.R.2.GPV,,worldBank/UIS_R_2_GPV
UIS.R.2.GPV.F,,worldBank/UIS_R_2_GPV_F
UIS.R.2.GPV.G1,,worldBank/UIS_R_2_GPV_G1
UIS.R.2.GPV.G1.F,,worldBank/UIS_R_2_GPV_G1_F
UIS.R.2.GPV.G2,,worldBank/UIS_R_2_GPV_G2
UIS.R.2.GPV.G2.F,,worldBank/UIS_R_2_GPV_G2_F
UIS.R.2.GPV.G3,,worldBank/UIS_R_2_GPV_G3
UIS.R.2.GPV.G3.F,,worldBank/UIS_R_2_GPV_G3_F
UIS.R.2.GPV.G4,,worldBank/UIS_R_2_GPV_G4
UIS.R.2.GPV.G4.F,,worldBank/UIS_R_2_GPV_G4_F
UIS.REPR.1,,worldBank/UIS_REPR_1
UIS.REPR.1.F,,worldBank/UIS_REPR_1_F
UIS.REPR.1.G1,,worldBank/UIS_REPR_1_G1
