Date,GeoId,Count_Person_25To64Years_EnrolledInEducationOrTraining_Female_AsAFractionOfCount_Person_25To64Years_Female,Count_Person_25To64Years_EnrolledInEducationOrTraining_Male_AsAFractionOfCount_Person_25To64Years_Male,Count_Person_25To64Years_EnrolledInEducationOrTraining_AsAFractionOfCount_Person_25To64Years
2019,dcid:nuts/ES,11.7,9.5,10.6
2000,dcid:nuts/ES1,4.0,3.4,3.7
2001,dcid:nuts/ES1,4.3,3.4,3.9
2002,dcid:nuts/ES1,4.8,3.7,4.2
2003,dcid:nuts/ES1,5.0,4.3,4.6
2004,dcid:nuts/ES1,5.4,4.5,5.0
2005,dcid:nuts/ES1,10.8,9.4,10.1
2006,dcid:nuts/ES1,11.4,9.2,10.3
2007,dcid:nuts/ES1,11.2,9.1,10.2
2008,dcid:nuts/ES1,11.7,9.7,10.7
2009,dcid:nuts/ES1,11.3,9.6,10.4
2010,dcid:nuts/ES1,10.6,9.5,10.1
2011,dcid:nuts/ES1,11.3,9.7,10.5
2012,dcid:nuts/ES1,11.1,9.2,10.2
2013,dcid:nuts/ES1,11.4,9.2,10.3
2014,dcid:nuts/ES1,10.2,9.0,9.6
2015,dcid:nuts/ES1,10.6,9.1,9.9
2016,dcid:nuts/ES1,9.9,8.1,9.0
2017,dcid:nuts/ES1,10.1,8.8,9.5
2018,dcid:nuts/ES1,11.2,9.1,10.1
2019,dcid:nuts/ES1,11.6,9.2,10.4
2000,dcid:nuts/ES11,4.1,3.5,3.8
2001,dcid:nuts/ES11,5.0,3.8,4.4
2002,dcid:nuts/ES11,5.6,4.3,5.0
2003,dcid:nuts/ES11,5.7,4.6,5.2
2004,dcid:nuts/ES11,6.8,5.2,6.0
2005,dcid:nuts/ES11,11.5,9.7,10.6
2006,dcid:nuts/ES11,12.5,10.4,11.4
2007,dcid:nuts/ES11,12.2,10.2,11.2
2008,dcid:nuts/ES11,12.4,10.5,11.5
2009,dcid:nuts/ES11,12.4,10.8,11.6
2010,dcid:nuts/ES11,11.5,10.0,10.8
2011,dcid:nuts/ES11,11.9,10.1,11.0
2012,dcid:nuts/ES11,11.6,9.4,10.5
2013,dcid:nuts/ES11,11.4,9.4,10.4
2014,dcid:nuts/ES11,10.5,9.5,10.0
2015,dcid:nuts/ES11,10.8,9.3,10.1
2016,dcid:nuts/ES11,10.2,8.3,9.2
2017,dcid:nuts/ES11,10.2,8.5,9.4
2018,dcid:nuts/ES11,11.5,9.4,10.4
2019,dcid:nuts/ES11,12.0,9.6,10.8
2000,dcid:nuts/ES12,3.9,3.4,3.6
2001,dcid:nuts/ES12,3.4,3.3,3.4
2002,dcid:nuts/ES12,3.6,3.4,3.5
2003,dcid:nuts/ES12,4.3,4.7,4.5
2004,dcid:nuts/ES12,3.6,3.8,3.7
2005,dcid:nuts/ES12,8.9,8.8,8.9
2006,dcid:nuts/ES12,9.4,7.3,8.3
2007,dcid:nuts/ES12,9.8,7.8,8.8
2008,dcid:nuts/ES12,11.2,9.0,10.1
2009,dcid:nuts/ES12,10.0,8.3,9.2
2010,dcid:nuts/ES12,9.3,9.0,9.1
2011,dcid:nuts/ES12,10.8,9.3,10.1
2012,dcid:nuts/ES12,10.1,8.9,9.5
2013,dcid:nuts/ES12,11.3,8.5,9.9
2014,dcid:nuts/ES12,9.4,8.2,8.8
2015,dcid:nuts/ES12,9.9,7.8,8.9
2016,dcid:nuts/ES12,9.7,7.1,8.4
2017,dcid:nuts/ES12,9.1,8.8,9.0
2018,dcid:nuts/ES12,9.2,7.9,8.6
2019,dcid:nuts/ES12,9.7,7.8,8.7
2000,dcid:nuts/ES13,3.5,2.7,3.1
2001,dcid:nuts/ES13,2.2,2.0,2.1
2002,dcid:nuts/ES13,3.2,1.5,2.3
2003,dcid:nuts/ES13,2.9,1.6,2.3
2004,dcid:nuts/ES13,2.7,2.3,2.5
2005,dcid:nuts/ES13,11.1,8.7,9.9
2006,dcid:nuts/ES13,10.4,7.1,8.8
2007,dcid:nuts/ES13,9.1,6.2,7.7
2008,dcid:nuts/ES13,9.0,7.2,8.1
2009,dcid:nuts/ES13,8.5,6.5,7.5
2010,dcid:nuts/ES13,8.9,8.3,8.6
2011,dcid:nuts/ES13,9.4,8.7,9.0
2012,dcid:nuts/ES13,10.8,8.7,9.7
2013,dcid:nuts/ES13,11.8,9.3,10.5
2014,dcid:nuts/ES13,10.0,8.3,9.2
2015,dcid:nuts/ES13,11.4,10.0,10.7
2016,dcid:nuts/ES13,9.2,8.8,9.0
2017,dcid:nuts/ES13,11.4,9.9,10.7
2018,dcid:nuts/ES13,13.2,9.9,11.6
2019,dcid:nuts/ES13,13.1,9.5,11.3
2000,dcid:nuts/ES2,5.3,4.0,4.6
2001,dcid:nuts/ES2,5.2,3.9,4.5
2002,dcid:nuts/ES2,6.1,4.5,5.3
2003,dcid:nuts/ES2,6.2,4.7,5.4
2004,dcid:nuts/ES2,6.3,4.4,5.3
2005,dcid:nuts/ES2,14.0,10.7,12.3
2006,dcid:nuts/ES2,14.0,10.8,12.4
2007,dcid:nuts/ES2,14.2,11.4,12.8
2008,dcid:nuts/ES2,14.0,11.2,12.6
2009,dcid:nuts/ES2,14.4,10.7,12.5
2010,dcid:nuts/ES2,14.6,11.0,12.8
2011,dcid:nuts/ES2,14.7,11.4,13.1
2012,dcid:nuts/ES2,15.0,11.6,13.3
2013,dcid:nuts/ES2,14.4,11.9,13.2
2014,dcid:nuts/ES2,12.8,10.2,11.5
2015,dcid:nuts/ES2,13.0,11.1,12.1
2016,dcid:nuts/ES2,12.6,10.4,11.5
2017,dcid:nuts/ES2,13.8,10.9,12.3
2018,dcid:nuts/ES2,13.7,10.8,12.3
2019,dcid:nuts/ES2,13.4,10.3,11.8
2000,dcid:nuts/ES21,5.4,4.4,4.9
2001,dcid:nuts/ES21,5.7,4.1,4.9
2002,dcid:nuts/ES21,7.3,5.2,6.2
2003,dcid:nuts/ES21,7.3,5.3,6.3
2004,dcid:nuts/ES21,8.2,5.3,6.8
2005,dcid:nuts/ES21,15.0,10.8,12.9
2006,dcid:nuts/ES21,14.2,11.5,12.8
2007,dcid:nuts/ES21,14.7,12.5,13.6
2008,dcid:nuts/ES21,15.3,12.1,13.7
2009,dcid:nuts/ES21,15.6,11.6,13.6
2010,dcid:nuts/ES21,15.1,11.5,13.3
2011,dcid:nuts/ES21,15.4,11.1,13.2
2012,dcid:nuts/ES21,15.9,11.8,13.9
2013,dcid:nuts/ES21,14.6,12.7,13.6
2014,dcid:nuts/ES21,13.1,10.7,11.9
2015,dcid:nuts/ES21,13.7,12.1,12.9
2016,dcid:nuts/ES21,12.7,10.8,11.7
2017,dcid:nuts/ES21,14.7,11.6,13.2
2018,dcid:nuts/ES21,13.8,11.5,12.7
2019,dcid:nuts/ES21,14.6,11.3,13.0
2000,dcid:nuts/ES22,7.4,4.7,6.0
2001,dcid:nuts/ES22,7.5,5.6,6.5
2002,dcid:nuts/ES22,7.2,6.2,6.7
2003,dcid:nuts/ES22,6.8,5.8,6.3
2004,dcid:nuts/ES22,4.2,3.8,4.0
2005,dcid:nuts/ES22,14.0,10.9,12.4
2006,dcid:nuts/ES22,13.2,11.2,12.2
2007,dcid:nuts/ES22,14.9,12.4,13.6
2008,dcid:nuts/ES22,13.6,12.0,12.8
2009,dcid:nuts/ES22,14.1,12.5,13.3
2010,dcid:nuts/ES22,15.7,11.4,13.5
2011,dcid:nuts/ES22,15.9,12.0,13.9
2012,dcid:nuts/ES22,14.4,12.2,13.3
2013,dcid:nuts/ES22,15.1,11.4,13.2
2014,dcid:nuts/ES22,12.4,10.2,11.3
2015,dcid:nuts/ES22,13.4,10.9,12.2
2016,dcid:nuts/ES22,13.7,10.0,11.8
2017,dcid:nuts/ES22,12.7,9.7,11.2
2018,dcid:nuts/ES22,14.4,10.1,12.2
2019,dcid:nuts/ES22,14.9,11.2,13.0
2000,dcid:nuts/ES23,2.7,,1.9
2001,dcid:nuts/ES23,3.0,1.8,2.4
2002,dcid:nuts/ES23,2.6,2.0,2.3
2003,dcid:nuts/ES23,2.7,1.6,2.1
2004,dcid:nuts/ES23,3.2,,2.1
2005,dcid:nuts/ES23,12.6,8.8,10.6
2006,dcid:nuts/ES23,12.0,7.0,9.4
2007,dcid:nuts/ES23,11.1,8.5,9.8
2008,dcid:nuts/ES23,10.9,8.7,9.8
2009,dcid:nuts/ES23,12.2,8.8,10.4
2010,dcid:nuts/ES23,13.0,9.8,11.4
2011,dcid:nuts/ES23,12.4,9.3,10.8
2012,dcid:nuts/ES23,13.4,10.0,11.7
2013,dcid:nuts/ES23,13.0,12.4,12.7
2014,dcid:nuts/ES23,11.3,9.9,10.6
2015,dcid:nuts/ES23,10.6,9.1,9.8
2016,dcid:nuts/ES23,10.6,9.1,9.8
2017,dcid:nuts/ES23,10.4,9.2,9.8
2018,dcid:nuts/ES23,12.7,8.7,10.7
2019,dcid:nuts/ES23,12.2,9.0,10.6
2000,dcid:nuts/ES24,4.5,3.5,4.0
2001,dcid:nuts/ES24,3.8,3.0,3.4
2002,dcid:nuts/ES24,4.1,3.1,3.6
2003,dcid:nuts/ES24,4.6,3.9,4.2
2004,dcid:nuts/ES24,4.5,3.8,4.2
2005,dcid:nuts/ES24,12.7,10.8,11.7
2006,dcid:nuts/ES24,14.6,10.3,12.4
2007,dcid:nuts/ES24,13.8,9.9,11.8
2008,dcid:nuts/ES24,12.7,9.8,11.2
2009,dcid:nuts/ES24,12.9,9.0,10.9
2010,dcid:nuts/ES24,13.7,10.4,12.0
2011,dcid:nuts/ES24,13.6,12.3,12.9
2012,dcid:nuts/ES24,14.0,11.2,12.6
2013,dcid:nuts/ES24,14.3,10.9,12.5
2014,dcid:nuts/ES24,12.9,9.3,11.1
2015,dcid:nuts/ES24,12.2,10.1,11.2
2016,dcid:nuts/ES24,12.6,10.2,11.4
2017,dcid:nuts/ES24,13.7,10.6,12.1
2018,dcid:nuts/ES24,13.5,10.7,12.1
2019,dcid:nuts/ES24,10.8,8.6,9.7
2000,dcid:nuts/ES3,4.0,3.7,3.9
2001,dcid:nuts/ES3,3.8,3.3,3.6
2002,dcid:nuts/ES3,3.9,3.4,3.7
2003,dcid:nuts/ES3,4.3,4.0,4.1
2004,dcid:nuts/ES3,4.0,3.5,3.8
2005,dcid:nuts/ES3,13.4,11.5,12.5
2006,dcid:nuts/ES3,13.5,10.8,12.2
2007,dcid:nuts/ES3,12.9,10.9,11.9
2008,dcid:nuts/ES3,12.6,11.7,12.2
2009,dcid:nuts/ES3,11.9,11.3,11.6
2010,dcid:nuts/ES3,12.3,11.5,11.9
2011,dcid:nuts/ES3,14.0,12.1,13.1
2012,dcid:nuts/ES3,14.2,11.8,13.0
2013,dcid:nuts/ES3,13.9,13.0,13.5
2014,dcid:nuts/ES3,12.3,11.3,11.8
2015,dcid:nuts/ES3,11.9,10.4,11.1
2016,dcid:nuts/ES3,11.4,10.1,10.8
2017,dcid:nuts/ES3,12.2,10.9,11.5
2018,dcid:nuts/ES3,13.1,10.9,12.1
2019,dcid:nuts/ES3,12.1,11.5,11.8
2000,dcid:nuts/ES30,4.0,3.7,3.9
2001,dcid:nuts/ES30,3.8,3.3,3.6
2002,dcid:nuts/ES30,3.9,3.4,3.7
2003,dcid:nuts/ES30,4.3,4.0,4.1
2004,dcid:nuts/ES30,4.0,3.5,3.8
2005,dcid:nuts/ES30,13.4,11.5,12.5
2006,dcid:nuts/ES30,13.5,10.8,12.2
2007,dcid:nuts/ES30,12.9,10.9,11.9
2008,dcid:nuts/ES30,12.6,11.7,12.2
2009,dcid:nuts/ES30,11.9,11.3,11.6
2010,dcid:nuts/ES30,12.3,11.5,11.9
2011,dcid:nuts/ES30,14.0,12.1,13.1
2012,dcid:nuts/ES30,14.2,11.8,13.0
2013,dcid:nuts/ES30,13.9,13.0,13.5
2014,dcid:nuts/ES30,12.3,11.3,11.8
2015,dcid:nuts/ES30,11.9,10.4,11.1
2016,dcid:nuts/ES30,11.4,10.1,10.8
2017,dcid:nuts/ES30,12.2,10.9,11.5
2018,dcid:nuts/ES30,13.1,10.9,12.1
2019,dcid:nuts/ES30,12.1,11.5,11.8
2000,dcid:nuts/ES4,5.8,4.3,5.1
2001,dcid:nuts/ES4,5.3,4.1,4.7
2002,dcid:nuts/ES4,6.0,4.3,5.2
2003,dcid:nuts/ES4,6.4,4.4,5.4
2004,dcid:nuts/ES4,6.3,4.4,5.4
2005,dcid:nuts/ES4,11.9,8.9,10.3
2006,dcid:nuts/ES4,12.0,8.4,10.2
2007,dcid:nuts/ES4,12.6,9.3,10.9
2008,dcid:nuts/ES4,12.1,9.1,10.6
2009,dcid:nuts/ES4,11.5,8.8,10.1
2010,dcid:nuts/ES4,12.2,9.6,10.9
2011,dcid:nuts/ES4,11.8,10.0,10.9
2012,dcid:nuts/ES4,11.7,9.8,10.7
2013,dcid:nuts/ES4,12.1,10.0,11.0
2014,dcid:nuts/ES4,11.3,9.6,10.4
2015,dcid:nuts/ES4,10.9,9.3,10.1
2016,dcid:nuts/ES4,10.0,8.5,9.3
2017,dcid:nuts/ES4,10.5,8.5,9.5
2018,dcid:nuts/ES4,11.3,8.4,9.9
2019,dcid:nuts/ES4,11.6,8.6,10.1
2000,dcid:nuts/ES41,7.2,5.0,6.1
2001,dcid:nuts/ES41,6.2,4.6,5.4
2002,dcid:nuts/ES41,7.3,5.2,6.2
2003,dcid:nuts/ES41,7.3,5.4,6.3
2004,dcid:nuts/ES41,7.6,5.5,6.5
2005,dcid:nuts/ES41,13.6,10.1,11.8
2006,dcid:nuts/ES41,13.6,9.1,11.3
2007,dcid:nuts/ES41,12.9,9.0,10.9
2008,dcid:nuts/ES41,13.2,9.3,11.2
2009,dcid:nuts/ES41,12.2,8.5,10.3
2010,dcid:nuts/ES41,13.0,9.7,11.3
2011,dcid:nuts/ES41,12.9,10.2,11.6
2012,dcid:nuts/ES41,13.3,9.7,11.5
2013,dcid:nuts/ES41,13.3,10.1,11.7
2014,dcid:nuts/ES41,12.1,9.7,10.9
2015,dcid:nuts/ES41,12.2,9.5,10.8
2016,dcid:nuts/ES41,10.7,8.6,9.6
2017,dcid:nuts/ES41,11.2,8.4,9.8
2018,dcid:nuts/ES41,12.3,8.5,10.4
2019,dcid:nuts/ES41,12.7,9.1,10.9
2000,dcid:nuts/ES42,5.6,4.2,4.9
2001,dcid:nuts/ES42,5.2,3.8,4.5
2002,dcid:nuts/ES42,5.6,4.1,4.9
2003,dcid:nuts/ES42,5.9,4.3,5.1
2004,dcid:nuts/ES42,5.6,4.2,4.9
2005,dcid:nuts/ES42,9.9,7.6,8.7
2006,dcid:nuts/ES42,10.6,7.9,9.2
2007,dcid:nuts/ES42,11.1,9.1,10.0
2008,dcid:nuts/ES42,10.8,8.6,9.6
2009,dcid:nuts/ES42,10.7,9.1,9.9
2010,dcid:nuts/ES42,11.6,9.7,10.6
2011,dcid:nuts/ES42,10.5,9.4,9.9
2012,dcid:nuts/ES42,10.0,9.9,9.9
2013,dcid:nuts/ES42,11.3,10.0,10.7
2014,dcid:nuts/ES42,11.2,9.9,10.5
2015,dcid:nuts/ES42,9.7,9.5,9.6
2016,dcid:nuts/ES42,9.5,8.3,8.9
2017,dcid:nuts/ES42,9.7,8.7,9.2
2018,dcid:nuts/ES42,9.8,8.4,9.1
2019,dcid:nuts/ES42,9.9,8.4,9.1
2000,dcid:nuts/ES43,3.0,2.8,2.9
2001,dcid:nuts/ES43,3.2,3.2,3.2
2002,dcid:nuts/ES43,3.8,2.4,3.1
2003,dcid:nuts/ES43,5.1,2.5,3.8
2004,dcid:nuts/ES43,4.4,2.3,3.3
2005,dcid:nuts/ES43,11.1,8.4,9.7
2006,dcid:nuts/ES43,10.7,7.8,9.2
2007,dcid:nuts/ES43,14.8,10.4,12.6
2008,dcid:nuts/ES43,12.2,9.7,10.9
2009,dcid:nuts/ES43,11.4,9.1,10.2
2010,dcid:nuts/ES43,11.6,9.2,10.3
2011,dcid:nuts/ES43,11.8,10.9,11.3
2012,dcid:nuts/ES43,11.2,9.7,10.4
2013,dcid:nuts/ES43,10.9,9.6,10.2
2014,dcid:nuts/ES43,9.7,8.7,9.2
2015,dcid:nuts/ES43,10.1,8.8,9.5
2016,dcid:nuts/ES43,9.4,8.8,9.1
2017,dcid:nuts/ES43,10.5,8.2,9.3
2018,dcid:nuts/ES43,12.1,8.3,10.2
2019,dcid:nuts/ES43,12.7,7.8,10.2
2000,dcid:nuts/ES5,4.8,4.2,4.5
2001,dcid:nuts/ES5,5.0,4.0,4.5
2002,dcid:nuts/ES5,4.6,3.9,4.2
2003,dcid:nuts/ES5,5.0,4.4,4.7
2004,dcid:nuts/ES5,4.8,4.3,4.5
2005,dcid:nuts/ES5,11.3,9.6,10.4
2006,dcid:nuts/ES5,11.4,9.5,10.4
2007,dcid:nuts/ES5,11.1,8.9,10.0
2008,dcid:nuts/ES5,11.1,8.9,10.0
2009,dcid:nuts/ES5,11.8,9.4,10.6
2010,dcid:nuts/ES5,11.8,10.1,11.0
2011,dcid:nuts/ES5,11.4,9.6,10.5
2012,dcid:nuts/ES5,11.7,9.6,10.6
2013,dcid:nuts/ES5,11.8,10.1,11.0
2014,dcid:nuts/ES5,10.2,8.9,9.6
2015,dcid:nuts/ES5,10.1,8.2,9.1
2016,dcid:nuts/ES5,9.6,7.9,8.7
2017,dcid:nuts/ES5,9.9,8.5,9.2
2018,dcid:nuts/ES5,11.0,9.5,10.3
2019,dcid:nuts/ES5,12.0,9.1,10.6
2000,dcid:nuts/ES51,3.0,3.2,3.1
2001,dcid:nuts/ES51,3.5,2.8,3.2
2002,dcid:nuts/ES51,3.2,2.5,2.8
2003,dcid:nuts/ES51,3.6,3.2,3.4
2004,dcid:nuts/ES51,3.2,2.8,3.0
2005,dcid:nuts/ES51,11.3,9.5,10.4
2006,dcid:nuts/ES51,10.9,9.1,10.0
2007,dcid:nuts/ES51,10.8,8.3,9.5
2008,dcid:nuts/ES51,10.4,8.0,9.2
2009,dcid:nuts/ES51,11.4,8.9,10.1
2010,dcid:nuts/ES51,11.3,9.3,10.3
2011,dcid:nuts/ES51,10.7,8.3,9.4
2012,dcid:nuts/ES51,10.3,7.7,9.0
2013,dcid:nuts/ES51,10.5,8.4,9.5
2014,dcid:nuts/ES51,9.1,7.5,8.3
2015,dcid:nuts/ES51,8.8,6.4,7.6
2016,dcid:nuts/ES51,8.3,6.4,7.4
2017,dcid:nuts/ES51,8.4,7.0,7.7
2018,dcid:nuts/ES51,9.7,8.0,8.8
2019,dcid:nuts/ES51,10.8,7.8,9.3
2000,dcid:nuts/ES52,7.7,6.0,6.8
2001,dcid:nuts/ES52,7.4,6.1,6.8
2002,dcid:nuts/ES52,6.8,6.1,6.4
2003,dcid:nuts/ES52,7.2,6.3,6.8
2004,dcid:nuts/ES52,7.0,6.3,6.7
2005,dcid:nuts/ES52,11.3,10.1,10.7
2006,dcid:nuts/ES52,11.7,10.1,10.9
2007,dcid:nuts/ES52,11.7,10.0,10.8
2008,dcid:nuts/ES52,12.4,10.6,11.5
2009,dcid:nuts/ES52,12.5,10.5,11.5
2010,dcid:nuts/ES52,12.9,11.4,12.1
2011,dcid:nuts/ES52,12.6,11.5,12.0
2012,dcid:nuts/ES52,14.0,12.3,13.1
2013,dcid:nuts/ES52,14.1,12.7,13.4
2014,dcid:nuts/ES52,12.0,11.3,11.7
2015,dcid:nuts/ES52,11.9,10.9,11.4
2016,dcid:nuts/ES52,11.5,10.1,10.8
2017,dcid:nuts/ES52,12.2,11.1,11.6
2018,dcid:nuts/ES52,13.1,11.9,12.5
2019,dcid:nuts/ES52,13.8,11.0,12.4
2000,dcid:nuts/ES53,4.2,2.9,3.5
2001,dcid:nuts/ES53,4.2,2.9,3.5
2002,dcid:nuts/ES53,4.3,4.0,4.1
2003,dcid:nuts/ES53,5.2,4.2,4.7
2004,dcid:nuts/ES53,6.3,5.1,5.7
2005,dcid:nuts/ES53,11.6,7.7,9.6
2006,dcid:nuts/ES53,13.7,9.0,11.3
2007,dcid:nuts/ES53,10.8,8.6,9.6
2008,dcid:nuts/ES53,9.9,7.9,8.9
2009,dcid:nuts/ES53,11.5,7.5,9.5
2010,dcid:nuts/ES53,10.5,10.0,10.3
2011,dcid:nuts/ES53,11.3,10.0,10.6
2012,dcid:nuts/ES53,11.0,10.2,10.6
2013,dcid:nuts/ES53,11.0,9.4,10.2
2014,dcid:nuts/ES53,9.3,7.5,8.3
2015,dcid:nuts/ES53,10.7,7.9,9.3
2016,dcid:nuts/ES53,10.2,7.3,8.7
2017,dcid:nuts/ES53,9.7,7.5,8.6
2018,dcid:nuts/ES53,11.3,8.9,10.1
2019,dcid:nuts/ES53,11.8,9.5,10.6
2000,dcid:nuts/ES6,5.1,4.3,4.7
2001,dcid:nuts/ES6,4.9,4.3,4.6
2002,dcid:nuts/ES6,4.5,4.1,4.3
2003,dcid:nuts/ES6,5.0,4.3,4.6
2004,dcid:nuts/ES6,5.2,4.2,4.7
2005,dcid:nuts/ES6,10.2,9.0,9.6
2006,dcid:nuts/ES6,10.8,9.1,9.9
2007,dcid:nuts/ES6,11.2,9.2,10.2
2008,dcid:nuts/ES6,10.9,9.1,10.0
2009,dcid:nuts/ES6,10.6,9.5,10.1
2010,dcid:nuts/ES6,11.3,10.0,10.6
2011,dcid:nuts/ES6,11.0,9.9,10.5
2012,dcid:nuts/ES6,10.6,10.3,10.4
2013,dcid:nuts/ES6,10.9,9.8,10.4
2014,dcid:nuts/ES6,9.8,8.9,9.3
2015,dcid:nuts/ES6,9.5,9.1,9.3
2016,dcid:nuts/ES6,9.3,8.5,8.9
2017,dcid:nuts/ES6,9.2,9.0,9.1
2018,dcid:nuts/ES6,10.1,9.0,9.5
2019,dcid:nuts/ES6,10.5,9.5,10.0
2000,dcid:nuts/ES61,5.0,4.3,4.7
2001,dcid:nuts/ES61,4.7,4.3,4.5
2002,dcid:nuts/ES61,4.4,4.0,4.2
2003,dcid:nuts/ES61,4.7,4.2,4.5
2004,dcid:nuts/ES61,4.9,4.0,4.5
2005,dcid:nuts/ES61,10.3,9.1,9.7
2006,dcid:nuts/ES61,10.8,9.1,9.9
2007,dcid:nuts/ES61,11.3,9.1,10.2
2008,dcid:nuts/ES61,10.9,8.8,9.9
2009,dcid:nuts/ES61,10.5,9.3,9.9
2010,dcid:nuts/ES61,11.2,9.8,10.5
2011,dcid:nuts/ES61,11.0,9.6,10.3
2012,dcid:nuts/ES61,10.6,10.1,10.3
2013,dcid:nuts/ES61,10.7,9.6,10.1
2014,dcid:nuts/ES61,9.6,8.6,9.1
2015,dcid:nuts/ES61,9.4,8.9,9.2
2016,dcid:nuts/ES61,9.2,8.1,8.7
2017,dcid:nuts/ES61,8.8,8.5,8.6
2018,dcid:nuts/ES61,9.5,8.6,9.0
2019,dcid:nuts/ES61,10.0,9.1,9.6
2000,dcid:nuts/ES62,5.3,3.9,4.6
2001,dcid:nuts/ES62,5.7,4.3,5.0
2002,dcid:nuts/ES62,5.7,4.2,4.9
2003,dcid:nuts/ES62,6.3,4.9,5.6
2004,dcid:nuts/ES62,6.3,5.3,5.8
2005,dcid:nuts/ES62,9.3,8.4,8.9
2006,dcid:nuts/ES62,10.6,8.8,9.7
2007,dcid:nuts/ES62,10.9,9.6,10.2
2008,dcid:nuts/ES62,10.3,10.4,10.4
2009,dcid:nuts/ES62,10.6,10.8,10.7
2010,dcid:nuts/ES62,11.5,10.5,11.0
2011,dcid:nuts/ES62,10.6,11.3,11.0
2012,dcid:nuts/ES62,10.8,11.5,11.1
2013,dcid:nuts/ES62,12.5,11.3,11.9
2014,dcid:nuts/ES62,11.1,10.5,10.8
2015,dcid:nuts/ES62,10.0,9.9,9.9
2016,dcid:nuts/ES62,9.7,10.4,10.1
2017,dcid:nuts/ES62,11.3,11.8,11.5
2018,dcid:nuts/ES62,13.2,11.2,12.2
2019,dcid:nuts/ES62,13.0,11.5,12.2
2000,dcid:nuts/ES63,11.8,9.8,10.8
2001,dcid:nuts/ES63,12.1,8.6,10.4
2002,dcid:nuts/ES63,7.6,6.8,7.2
2003,dcid:nuts/ES63,9.2,8.7,9.0
2004,dcid:nuts/ES63,9.9,5.6,7.6
2005,dcid:nuts/ES63,14.3,12.3,13.3
2006,dcid:nuts/ES63,14.2,13.3,13.7
2007,dcid:nuts/ES63,13.3,13.5,13.4
2008,dcid:nuts/ES63,12.8,12.4,12.6
2009,dcid:nuts/ES63,15.3,10.8,12.9
2010,dcid:nuts/ES63,13.9,11.6,12.7
2011,dcid:nuts/ES63,14.5,12.0,13.1
2012,dcid:nuts/ES63,12.9,12.1,12.5
2013,dcid:nuts/ES63,11.8,9.6,10.6
2014,dcid:nuts/ES63,9.9,6.7,8.2
2015,dcid:nuts/ES63,11.1,11.9,11.5
2016,dcid:nuts/ES63,11.0,9.4,10.1
2017,dcid:nuts/ES63,9.7,9.6,9.7
2018,dcid:nuts/ES63,10.4,8.1,9.2
2019,dcid:nuts/ES63,13.7,8.5,11.0
2000,dcid:nuts/ES64,,,4.8
2005,dcid:nuts/ES64,15.3,10.9,13.2
2006,dcid:nuts/ES64,11.7,10.5,11.1
2007,dcid:nuts/ES64,9.3,9.0,9.1
2008,dcid:nuts/ES64,15.0,8.2,11.5
2009,dcid:nuts/ES64,14.9,11.8,13.3
2010,dcid:nuts/ES64,13.0,10.9,11.9
2011,dcid:nuts/ES64,18.2,13.6,15.8
2012,dcid:nuts/ES64,9.2,10.8,10.1
2013,dcid:nuts/ES64,5.7,6.9,6.3
2014,dcid:nuts/ES64,9.1,9.0,9.1
2015,dcid:nuts/ES64,11.9,7.6,9.7
2016,dcid:nuts/ES64,8.8,6.1,7.4
2017,dcid:nuts/ES64,14.5,9.9,12.2
2018,dcid:nuts/ES64,16.4,12.4,14.3
2019,dcid:nuts/ES64,12.3,12.4,12.4
2000,dcid:nuts/ES7,6.4,4.7,5.6
2001,dcid:nuts/ES7,7.2,5.2,6.2
2002,dcid:nuts/ES7,8.3,5.2,6.7
2003,dcid:nuts/ES7,7.2,5.8,6.5
2004,dcid:nuts/ES7,7.8,5.6,6.7
2005,dcid:nuts/ES7,12.7,11.1,11.9
2006,dcid:nuts/ES7,12.1,9.8,11.0
2007,dcid:nuts/ES7,12.6,10.4,11.5
2008,dcid:nuts/ES7,12.7,9.7,11.2
2009,dcid:nuts/ES7,13.3,10.1,11.7
2010,dcid:nuts/ES7,14.1,10.4,12.2
2011,dcid:nuts/ES7,12.4,10.0,11.2
2012,dcid:nuts/ES7,12.6,10.0,11.3
2013,dcid:nuts/ES7,13.0,10.1,11.6
2014,dcid:nuts/ES7,10.4,9.0,9.7
2015,dcid:nuts/ES7,9.9,8.0,8.9
2016,dcid:nuts/ES7,9.8,7.1,8.4
2017,dcid:nuts/ES7,10.6,7.9,9.2
2018,dcid:nuts/ES7,11.3,8.8,10.0
2019,dcid:nuts/ES7,12.0,8.0,10.0
2000,dcid:nuts/ES70,6.4,4.7,5.6
2001,dcid:nuts/ES70,7.2,5.2,6.2
2002,dcid:nuts/ES70,8.3,5.2,6.7
2003,dcid:nuts/ES70,7.2,5.8,6.5
2004,dcid:nuts/ES70,7.8,5.6,6.7
2005,dcid:nuts/ES70,12.7,11.1,11.9
2006,dcid:nuts/ES70,12.1,9.8,11.0
2007,dcid:nuts/ES70,12.6,10.4,11.5
2008,dcid:nuts/ES70,12.7,9.7,11.2
2009,dcid:nuts/ES70,13.3,10.1,11.7
2010,dcid:nuts/ES70,14.1,10.4,12.2
2011,dcid:nuts/ES70,12.4,10.0,11.2
2012,dcid:nuts/ES70,12.6,10.0,11.3
2013,dcid:nuts/ES70,13.0,10.1,11.6
2014,dcid:nuts/ES70,10.4,9.0,9.7
2015,dcid:nuts/ES70,9.9,8.0,8.9
