InChIKey|dcid|IUPACName|Name|CommonName|TypeOf|Symbol|InChI|Type|AtomicNumber|CID|SameAs|Input
GCTFWCDSFPMHHS-UHFFFAOYSA-M|inChIKey/GCTFWCDSFPMHHS-UHFFFAOYSA-M|tributyl(chloro)stannane|"tributyl(chloro)stannane|TRIBUTYLCHLOROSTANNANE"|TRIBUTYL(CHLORO)STANNANE|dcs:ChemicalCompound|C12H27ClSn|InChI=1S/3C4H9.ClH.Sn/c3*1-3-4-2;;/h3*1,3-4H2,2H3;1H;/q;;;;+1/p-1|||15096||TRIBUTYL(CHLORO)STANNANE
STCOOQWBFONSKY-UHFFFAOYSA-N|inChIKey/STCOOQWBFONSKY-UHFFFAOYSA-N|tributyl phosphate|"tributyl phosphate|TRIBUTYLPHOSPHATE"|TRIBUTYL PHOSPHATE|dcs:ChemicalCompound|C12H27O4P|InChI=1S/C12H27O4P/c1-4-7-10-14-17(13,15-11-8-5-2)16-12-9-6-3/h4-12H2,1-3H3|||31357||TRIBUTYL PHOSPHATE
JUEAPPHORMOWPK-UHFFFAOYSA-M|inChIKey/JUEAPPHORMOWPK-UHFFFAOYSA-M|tributylstannyl benzoate|"tributylstannyl benzoate|TRIBUTYLSTANNYLBENZOATE"|TRIBUTYLSTANNYL BENZOATE|dcs:ChemicalCompound|C19H32O2Sn|InChI=1S/C7H6O2.3C4H9.Sn/c8-7(9)6-4-2-1-3-5-6;3*1-3-4-2;/h1-5H,(H,8,9);3*1,3-4H2,2H3;/q;;;;+1/p-1|||16682834||TRIBUTYLSTANNYL BENZOATE
XSTXAVWGXDQKEL-UHFFFAOYSA-N|inChIKey/XSTXAVWGXDQKEL-UHFFFAOYSA-N|1,1,2-trichloroethene|TRICHLOROETHENE|1,1,2-TRICHLOROETHENE|dcs:ChemicalCompound|C2HCl3|InChI=1S/C2HCl3/c3-1-2(4)5/h1H|||6575|dcid:bio/CHEMBL279816|TRICHLOROETHENE
CYRMSUTZVYGINF-UHFFFAOYSA-N|inChIKey/CYRMSUTZVYGINF-UHFFFAOYSA-N|trichloro(fluoro)methane|"trichloro(fluoro)methane|TRICHLOROFLUOROMETHANE"|TRICHLORO(FLUORO)METHANE|dcs:ChemicalCompound|CCl3F|InChI=1S/CCl3F/c2-1(3,4)5|||6389||TRICHLOROFLUOROMETHANE
LFHISGNCFUNFFM-UHFFFAOYSA-N|inChIKey/LFHISGNCFUNFFM-UHFFFAOYSA-N|trichloro(nitro)methane|"trichloro(nitro)methane|TRICHLORONITROMETHANE"|TRICHLORO(NITRO)METHANE|dcs:ChemicalCompound|CCl3NO2|InChI=1S/CCl3NO2/c2-1(3,4)5(6)7|||6423|dcid:bio/CHEMBL1327143|TRICHLORO(NITRO)METHANE
ZSDSQXJSNMTJDA-UHFFFAOYSA-N|inChIKey/ZSDSQXJSNMTJDA-UHFFFAOYSA-N|2,6-dinitro-N,N-dipropyl-4-(trifluoromethyl)aniline|"2,6-dinitro-N,N-dipropyl-4-(trifluoromethyl)aniline|TRIFLURALIN"|2,6-DINITRO-N,N-DIPROPYL-4-(TRIFLUOROMETHYL)ANILINE|dcs:ChemicalCompound|C13H16F3N3O4|InChI=1S/C13H16F3N3O4/c1-3-5-17(6-4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3|||5569|dcid:bio/CHEMBL31970|TRIFLURALIN
XZZNDPSIHUTMOC-UHFFFAOYSA-N|inChIKey/XZZNDPSIHUTMOC-UHFFFAOYSA-N|triphenyl phosphate|"triphenyl phosphate|TRIPHENYLPHOSPHATE"|TRIPHENYL PHOSPHATE|dcs:ChemicalCompound|C18H15O4P|InChI=1S/C18H15O4P/c19-23(20-16-10-4-1-5-11-16,21-17-12-6-2-7-13-17)22-18-14-8-3-9-15-18/h1-15H|||8289||TRIPHENYL PHOSPHATE
PQYJRMFWJJONBO-UHFFFAOYSA-N|inChIKey/PQYJRMFWJJONBO-UHFFFAOYSA-N|tris(2,3-dibromopropyl) phosphate|"tris(2,3-dibromopropyl) phosphate|TRISDIBROMOPROPYLPHOSPHATE"|TRIS(2,3-DIBROMOPROPYL) PHOSPHATE|dcs:ChemicalCompound|C9H15Br6O4P|InChI=1S/C9H15Br6O4P/c10-1-7(13)4-17-20(16,18-5-8(14)2-11)19-6-9(15)3-12/h7-9H,1-6H2|||31356|dcid:bio/CHEMBL1904600|TRIS(2,3-DIBROMOPROPYL) PHOSPHATE
UFHFLCQGNIYNRP-JMRXTUGHSA-N|inChIKey/UFHFLCQGNIYNRP-JMRXTUGHSA-N||TRITIUM||dcs:ChemicalCompound|H2|InChI=1S/H2/h1H/i1+2T|||24824||TRITIUM
JFALSRSLKYAFGM-FTXFMUIASA-N|inChIKey/JFALSRSLKYAFGM-FTXFMUIASA-N|uranium-233|URANIUM|URANIUM|dcs:ChemicalElement|U|InChI=1S/U/i1-5||92|61707||URANIUM-233
JFALSRSLKYAFGM-AHCXROLUSA-N|inChIKey/JFALSRSLKYAFGM-AHCXROLUSA-N|uranium-234|URANIUM|URANIUM|dcs:ChemicalElement|U|InChI=1S/U/i1-4||92|61704||URANIUM-234
JFALSRSLKYAFGM-OIOBTWANSA-N|inChIKey/JFALSRSLKYAFGM-OIOBTWANSA-N|uranium-235|URANIUM|URANIUM|dcs:ChemicalElement|U|InChI=1S/U/i1-3||92|61784||URANIUM-235
GNTDGMZSJNCJKK-UHFFFAOYSA-N|inChIKey/GNTDGMZSJNCJKK-UHFFFAOYSA-N|dioxovanadiooxy(dioxo)vanadium|"dioxovanadiooxy(dioxo)vanadium|VANADIUMPENTOXIDE"|DIOXOVANADIOOXY(DIOXO)VANADIUM|dcs:ChemicalCompound|"V2O5|O5V2"|InChI=1S/5O.2V|||14814||VANADIUM PENTOXIDE
OKUGPJPKMAEJOE-UHFFFAOYSA-N|inChIKey/OKUGPJPKMAEJOE-UHFFFAOYSA-N|S-propyl N,N-dipropylcarbamothioate|"S-propyl N,N-dipropylcarbamothioate|VERNOLATE"|S-PROPYL N,N-DIPROPYLCARBAMOTHIOATE|dcs:ChemicalCompound|C10H21NOS|InChI=1S/C10H21NOS/c1-4-7-11(8-5-2)10(12)13-9-6-3/h4-9H2,1-3H3|||16003||VERNOLATE
XTXRWKRVRITETP-UHFFFAOYSA-N|inChIKey/XTXRWKRVRITETP-UHFFFAOYSA-N|ethenyl acetate|"ethenyl acetate|VINYLACETATE"|ETHENYL ACETATE|dcs:ChemicalCompound|C4H6O2|InChI=1S/C4H6O2/c1-3-6-4(2)5/h3H,1H2,2H3|||7904|dcid:bio/CHEMBL1470323|VINYL ACETATE
JJIUCEJQJXNMHV-UHFFFAOYSA-N|inChIKey/JJIUCEJQJXNMHV-UHFFFAOYSA-N|\"N-[2-[ethoxy(methyl)phosphoryl]sulfanylethyl]-N-propan-2-ylpropan-2-amine\"|"\"N-[2-[ethoxy(methyl)phosphoryl]sulfanylethyl]-N-propan-2-ylpropan-2-amine\"|\"VX\""|\"N-[2-[ETHOXY(METHYL)PHOSPHORYL]SULFANYLETHYL]-N-PROPAN-2-YLPROPAN-2-AMINE\"|dcs:ChemicalCompound|C11H26NO2PS|InChI=1S/C11H26NO2PS/c1-7-14-15(6,13)16-9-8-12(10(2)3)11(4)5/h10-11H,7-9H2,1-6H3|||39793||VX
UOORRWUZONOOLO-UPHRSURJSA-N|inChIKey/UOORRWUZONOOLO-UPHRSURJSA-N|(Z)-1,3-dichloroprop-1-ene|"(Z)-1,3-dichloroprop-1-ene|ZDICHLOROPROPENE"|(Z)-1,3-DICHLOROPROP-1-ENE|dcs:ChemicalCompound|C3H4Cl2|InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2/b2-1-|||5280970||(Z)-1,3-DICHLORO-1-PROPENE
MBMQEIFVQACCCH-QBODLPLBSA-N|inChIKey/MBMQEIFVQACCCH-QBODLPLBSA-N|\"(4S,12E)-16,18-dihydroxy-4-methyl-3-oxabicyclo[12.4.0]octadeca-1(14),12,15,17-tetraene-2,8-dione\"|"\"(4S,12E)-16,18-dihydroxy-4-methyl-3-oxabicyclo[12.4.0]octadeca-1(14),12,15,17-tetraene-2,8-dione\"|\"ZEARALENONE\""|\"(4S,12E)-16,18-DIHYDROXY-4-METHYL-3-OXABICYCLO[12.4.0]OCTADECA-1(14),12,15,17-TETRAENE-2,8-DIONE\"|dcs:ChemicalCompound|C18H22O5|InChI=1S/C18H22O5/c1-12-6-5-9-14(19)8-4-2-3-7-13-10-15(20)11-16(21)17(13)18(22)23-12/h3,7,10-12,20-21H,2,4-6,8-9H2,1H3/b7-3+/t12-/m0/s1|||5281576||ZEARALENONE
